"Data","ID_Veiculo","KM Percorridos","ValorAbastecimento","ValorManutencao","CustoFixo","CustoTotal"
"1/1/2021","4085","556","R$ 333.35","R$ 163.10","R$ 805.66","R$ 1,302.11"
"1/1/2021","4095","286","R$ 117.17","R$ 46.93","R$ 381.54","R$ 545.64"
"1/1/2021","4105","166","R$ 445.26","R$ 170.05","R$ 1,226.50","R$ 1,841.81"
"1/1/2021","4115","324","R$ 55.64","R$ 24.23","R$ 155.26","R$ 235.13"
"1/1/2021","4125","168","R$ 44.86","R$ 17.63","R$ 98.39","R$ 160.88"
"1/1/2021","4135","179","R$ 56.29","R$ 20.98","R$ 166.02","R$ 243.30"
"1/1/2021","4145","188","R$ 96.52","R$ 33.08","R$ 196.68","R$ 326.28"
"1/1/2021","4155","316","R$ 117.85","R$ 51.55","R$ 370.34","R$ 539.74"
"1/1/2021","4165","442","R$ 96.20","R$ 44.43","R$ 286.65","R$ 427.28"
"1/1/2021","4175","349","R$ 200.72","R$ 68.09","R$ 658.35","R$ 927.16"
"1/1/2021","4185","557","R$ 56.28","R$ 20.68","R$ 153.31","R$ 230.28"
"1/1/2021","4195","204","R$ 31.19","R$ 14.40","R$ 102.21","R$ 147.80"
"1/1/2021","4205","311","R$ 104.60","R$ 44.93","R$ 364.12","R$ 513.65"
"1/1/2021","4215","477","R$ 534.15","R$ 189.60","R$ 1,394.90","R$ 2,118.64"
"1/1/2021","4225","313","R$ 377.02","R$ 131.17","R$ 812.28","R$ 1,320.47"
"1/1/2021","4245","391","R$ 22.30","R$ 8.60","R$ 49.92","R$ 80.82"
"1/1/2021","4255","354","R$ 1,178.96","R$ 564.26","R$ 2,673.90","R$ 4,417.11"
"1/1/2021","4265","272","R$ 74.25","R$ 32.03","R$ 162.69","R$ 268.96"
"1/1/2021","4275","246","R$ 444.29","R$ 165.62","R$ 1,023.96","R$ 1,633.88"
"1/1/2021","4285","379","R$ 114.28","R$ 36.84","R$ 296.19","R$ 447.31"
"1/1/2021","4295","499","R$ 945.61","R$ 309.58","R$ 3,041.27","R$ 4,296.46"
"1/1/2021","4305","643","R$ 1,350.97","R$ 574.94","R$ 4,290.07","R$ 6,215.98"
"1/1/2021","4315","248","R$ 213.47","R$ 90.43","R$ 522.82","R$ 826.72"
"1/1/2021","4325","623","R$ 202.66","R$ 66.34","R$ 726.51","R$ 995.51"
"1/1/2021","4335","483","R$ 541.09","R$ 193.00","R$ 1,560.88","R$ 2,294.98"
"1/1/2021","4345","429","R$ 281.77","R$ 118.82","R$ 1,010.43","R$ 1,411.02"
"1/1/2021","4355","419","R$ 773.34","R$ 330.63","R$ 1,977.01","R$ 3,080.98"
"1/1/2021","4365","612","R$ 519.71","R$ 246.55","R$ 1,841.72","R$ 2,607.98"
"1/1/2021","4375","444","R$ 50.27","R$ 24.06","R$ 150.19","R$ 224.52"
"1/1/2021","4385","830","R$ 1,592.01","R$ 613.87","R$ 5,670.12","R$ 7,876.00"
"1/1/2021","4395","1163","R$ 1,983.67","R$ 916.16","R$ 7,253.14","R$ 10,152.97"
"1/1/2021","4405","943","R$ 1,168.05","R$ 517.98","R$ 3,795.44","R$ 5,481.47"
"1/1/2021","4415","749","R$ 752.55","R$ 336.78","R$ 1,795.58","R$ 2,884.91"
"1/1/2021","4425","648","R$ 1,849.37","R$ 630.65","R$ 3,779.55","R$ 6,259.57"
"1/1/2021","4435","1119","R$ 554.85","R$ 184.47","R$ 1,518.89","R$ 2,258.21"
"1/1/2021","4445","849","R$ 290.69","R$ 98.62","R$ 785.25","R$ 1,174.57"
"1/1/2021","4455","53","R$ 109.34","R$ 35.98","R$ 237.14","R$ 382.46"
"1/1/2021","4465","1645","R$ 1,751.53","R$ 714.86","R$ 4,616.17","R$ 7,082.56"
"1/1/2021","4475","487","R$ 900.36","R$ 408.42","R$ 2,511.16","R$ 3,819.94"
"1/1/2021","4485","652","R$ 978.33","R$ 323.60","R$ 2,269.39","R$ 3,571.31"
"1/1/2021","4495","642","R$ 321.64","R$ 109.12","R$ 1,049.66","R$ 1,480.43"
"1/1/2021","4505","1011","R$ 2,849.01","R$ 1,212.45","R$ 6,630.10","R$ 10,691.55"
"1/1/2021","4515","2115","R$ 8,199.32","R$ 3,669.27","R$ 18,896.63","R$ 30,765.22"
"1/1/2021","4525","976","R$ 921.26","R$ 427.40","R$ 3,339.48","R$ 4,688.14"
"1/1/2021","4535","814","R$ 2,487.91","R$ 818.70","R$ 8,431.55","R$ 11,738.15"
"1/1/2021","4545","902","R$ 1,811.54","R$ 722.17","R$ 6,516.90","R$ 9,050.60"
"1/1/2021","4555","1312","R$ 2,442.93","R$ 1,164.04","R$ 7,055.87","R$ 10,662.83"
"1/1/2021","4565","967","R$ 293.04","R$ 100.44","R$ 820.30","R$ 1,213.78"
"1/1/2021","4575","1013","R$ 1,684.31","R$ 743.54","R$ 4,053.57","R$ 6,481.42"
"1/1/2021","4585","963","R$ 510.80","R$ 176.84","R$ 1,773.24","R$ 2,460.88"
"1/1/2021","4595","734","R$ 821.99","R$ 388.21","R$ 2,014.45","R$ 3,224.65"
"1/1/2021","4605","611","R$ 1,262.04","R$ 547.06","R$ 4,428.49","R$ 6,237.59"
"1/1/2021","4615","602","R$ 1,424.56","R$ 508.14","R$ 4,109.37","R$ 6,042.06"
"1/1/2021","4625","947","R$ 914.21","R$ 401.74","R$ 2,400.57","R$ 3,716.52"
"1/1/2021","4635","512","R$ 375.18","R$ 177.97","R$ 1,363.35","R$ 1,916.51"
"1/1/2021","4645","382","R$ 909.87","R$ 304.04","R$ 2,494.06","R$ 3,707.97"
"1/1/2021","4655","587","R$ 120.33","R$ 45.30","R$ 450.83","R$ 616.46"
"1/1/2021","4665","923","R$ 352.77","R$ 113.72","R$ 754.36","R$ 1,220.86"
"1/1/2021","4675","349","R$ 599.82","R$ 261.20","R$ 1,761.17","R$ 2,622.19"
"1/1/2021","4685","1103","R$ 3,514.93","R$ 1,348.85","R$ 7,333.95","R$ 12,197.73"
"1/1/2021","4695","1505","R$ 9,162.66","R$ 3,030.64","R$ 27,298.87","R$ 39,492.17"
"1/1/2021","4705","1322","R$ 1,351.67","R$ 506.33","R$ 4,423.10","R$ 6,281.10"
"1/1/2021","4715","313","R$ 557.55","R$ 197.90","R$ 1,449.37","R$ 2,204.82"
"1/1/2021","4725","210","R$ 320.90","R$ 134.69","R$ 1,034.50","R$ 1,490.08"
"1/1/2021","4735","873","R$ 814.72","R$ 311.16","R$ 2,143.22","R$ 3,269.09"
"1/1/2021","4745","1098","R$ 1,492.52","R$ 626.43","R$ 4,434.20","R$ 6,553.15"
"1/1/2021","4755","1514","R$ 594.27","R$ 268.35","R$ 1,693.38","R$ 2,556.00"
"1/1/2021","4765","580","R$ 729.58","R$ 299.16","R$ 1,678.14","R$ 2,706.88"
"1/1/2021","4775","1222","R$ 712.62","R$ 293.57","R$ 2,134.99","R$ 3,141.18"
"1/1/2021","4785","427","R$ 6,610.50","R$ 2,500.40","R$ 22,816.80","R$ 31,927.70"
"1/1/2021","4795","1150","R$ 3,138.87","R$ 1,335.81","R$ 7,304.67","R$ 11,779.35"
"1/1/2021","4805","1136","R$ 891.30","R$ 302.40","R$ 2,609.76","R$ 3,803.46"
"1/1/2021","4815","615","R$ 1,088.41","R$ 523.24","R$ 2,461.77","R$ 4,073.42"
"1/1/2021","4825","1541","R$ 1,218.32","R$ 497.25","R$ 3,745.40","R$ 5,460.97"
"1/1/2021","4835","1068","R$ 2,531.08","R$ 893.93","R$ 8,523.04","R$ 11,948.05"
"1/1/2021","4845","993","R$ 1,184.39","R$ 458.87","R$ 3,231.20","R$ 4,874.46"
"1/1/2021","4855","1841","R$ 4,395.31","R$ 1,853.31","R$ 15,443.27","R$ 21,691.88"
"1/1/2021","4865","612","R$ 258.55","R$ 107.01","R$ 743.50","R$ 1,109.06"
"1/1/2021","4875","893","R$ 1,216.29","R$ 496.41","R$ 2,892.96","R$ 4,605.66"
"1/1/2021","4885","1520","R$ 1,086.31","R$ 412.87","R$ 2,678.77","R$ 4,177.95"
"1/1/2021","4895","778","R$ 3,706.93","R$ 1,232.40","R$ 7,588.85","R$ 12,528.18"
"1/1/2021","4905","1556","R$ 1,146.57","R$ 442.11","R$ 4,280.51","R$ 5,869.19"
"1/1/2021","4915","1380","R$ 997.35","R$ 414.72","R$ 2,132.47","R$ 3,544.55"
"1/1/2021","4925","353","R$ 487.38","R$ 185.24","R$ 1,105.24","R$ 1,777.86"
"1/1/2021","4935","651","R$ 1,490.83","R$ 529.15","R$ 3,418.12","R$ 5,438.10"
"1/1/2021","4945","726","R$ 1,043.03","R$ 450.04","R$ 2,266.04","R$ 3,759.11"
"1/1/2021","4955","1410","R$ 366.95","R$ 143.53","R$ 900.50","R$ 1,410.98"
"1/1/2021","4965","1183","R$ 682.98","R$ 328.33","R$ 2,480.71","R$ 3,492.02"
"1/1/2021","4975","2004","R$ 2,323.59","R$ 804.43","R$ 5,314.04","R$ 8,442.06"
"1/1/2021","4985","1169","R$ 668.42","R$ 250.39","R$ 1,502.79","R$ 2,421.60"
"1/1/2021","4995","1019","R$ 685.74","R$ 335.52","R$ 2,248.43","R$ 3,269.70"
"1/1/2021","5005","1004","R$ 2,151.82","R$ 857.82","R$ 7,031.80","R$ 10,041.43"
"1/1/2021","5015","1230","R$ 5,077.31","R$ 2,419.30","R$ 11,950.78","R$ 19,447.39"
"1/1/2021","5025","375","R$ 385.90","R$ 168.81","R$ 1,506.18","R$ 2,060.88"
"1/1/2021","5035","758","R$ 547.96","R$ 184.05","R$ 1,671.67","R$ 2,403.67"
"1/1/2021","5045","1240","R$ 910.14","R$ 378.45","R$ 2,502.38","R$ 3,790.97"
"1/1/2021","5055","721","R$ 349.79","R$ 153.71","R$ 777.60","R$ 1,281.10"
"1/1/2021","5065","818","R$ 729.72","R$ 304.85","R$ 1,911.08","R$ 2,945.65"
"1/1/2021","5075","866","R$ 3,005.00","R$ 1,272.95","R$ 10,847.05","R$ 15,125.00"
"1/1/2021","5085","842","R$ 1,072.66","R$ 347.56","R$ 3,178.53","R$ 4,598.75"
"1/1/2021","5095","868","R$ 859.22","R$ 329.72","R$ 2,348.24","R$ 3,537.17"
"1/1/2021","5105","902","R$ 2,119.47","R$ 848.93","R$ 6,447.19","R$ 9,415.59"
"1/1/2021","5115","1234","R$ 711.71","R$ 309.93","R$ 2,632.21","R$ 3,653.85"
"1/1/2021","5125","143","R$ 328.67","R$ 149.76","R$ 889.28","R$ 1,367.71"
"1/1/2021","5145","215","R$ 8.23","R$ 3.48","R$ 25.46","R$ 37.18"
"1/1/2021","5155","143","R$ 27.85","R$ 9.30","R$ 65.34","R$ 102.49"
"1/1/2021","5165","72","R$ 15.16","R$ 6.22","R$ 41.32","R$ 62.70"
"1/1/2021","5175","72","R$ 8.35","R$ 3.13","R$ 31.22","R$ 42.69"
"1/1/2021","5185","72","R$ 5.54","R$ 2.68","R$ 15.23","R$ 23.45"
"1/1/2021","5195","72","R$ 5.03","R$ 1.63","R$ 15.90","R$ 22.57"
"1/1/2021","5205","215","R$ 106.95","R$ 37.77","R$ 267.70","R$ 412.42"
"1/1/2021","5215","72","R$ 9.40","R$ 4.58","R$ 29.76","R$ 43.74"
"1/1/2021","5225","215","R$ 39.35","R$ 15.32","R$ 135.61","R$ 190.28"
"1/1/2021","5235","215","R$ 28.84","R$ 13.20","R$ 77.78","R$ 119.82"
"1/1/2021","5245","287","R$ 146.28","R$ 48.63","R$ 434.30","R$ 629.21"
"1/1/2021","5255","72","R$ 0.26","R$ 0.09","R$ 0.74","R$ 1.10"
"1/1/2021","5265","72","R$ 4.77","R$ 2.24","R$ 18.28","R$ 25.30"
"1/1/2021","5275","72","R$ 137.72","R$ 48.16","R$ 356.51","R$ 542.39"
"1/1/2021","5295","72","R$ 36.07","R$ 12.24","R$ 76.85","R$ 125.17"
"1/1/2021","5315","143","R$ 10.77","R$ 3.94","R$ 39.81","R$ 54.52"
"1/1/2021","5325","215","R$ 221.07","R$ 86.06","R$ 735.35","R$ 1,042.49"
"1/1/2021","5335","72","R$ 10.99","R$ 5.24","R$ 29.66","R$ 45.89"
"1/1/2021","5355","72","R$ 1.94","R$ 0.68","R$ 5.72","R$ 8.34"
"1/1/2021","5365","72","R$ 17.03","R$ 7.62","R$ 65.21","R$ 89.86"
"1/1/2021","5375","143","R$ 94.13","R$ 35.95","R$ 229.35","R$ 359.43"
"1/1/2021","5385","143","R$ 231.79","R$ 105.62","R$ 656.40","R$ 993.80"
"1/1/2021","5405","143","R$ 13.20","R$ 5.54","R$ 40.17","R$ 58.92"
"1/1/2021","5435","215","R$ 7.74","R$ 3.57","R$ 23.95","R$ 35.27"
"1/1/2021","5455","72","R$ 393.37","R$ 128.78","R$ 1,402.74","R$ 1,924.90"
"1/1/2021","5475","287","R$ 87.95","R$ 36.74","R$ 281.74","R$ 406.44"
"1/1/2021","5505","72","R$ 26.20","R$ 10.39","R$ 78.33","R$ 114.92"
"1/1/2021","5515","72","R$ 85.55","R$ 41.49","R$ 217.23","R$ 344.28"
"1/1/2021","5525","143","R$ 75.15","R$ 24.98","R$ 191.88","R$ 292.01"
"1/1/2021","5535","72","R$ 2.72","R$ 1.00","R$ 5.82","R$ 9.54"
"1/1/2021","5545","72","R$ 2.80","R$ 0.96","R$ 6.01","R$ 9.76"
"1/1/2021","5555","72","R$ 3.85","R$ 1.65","R$ 13.47","R$ 18.97"
"1/1/2021","5565","143","R$ 202.08","R$ 77.18","R$ 481.60","R$ 760.86"
"1/1/2021","5575","72","R$ 4.21","R$ 1.57","R$ 10.27","R$ 16.04"
"1/1/2021","5585","143","R$ 3.86","R$ 1.80","R$ 12.39","R$ 18.06"
"1/1/2021","5605","143","R$ 19.40","R$ 6.99","R$ 49.51","R$ 75.90"
"1/1/2021","5625","143","R$ 5.64","R$ 1.94","R$ 11.97","R$ 19.56"
"1/1/2021","5635","287","R$ 65.10","R$ 25.71","R$ 162.37","R$ 253.18"
"1/1/2021","5675","215","R$ 8.05","R$ 3.64","R$ 17.84","R$ 29.53"
"1/1/2021","5705","72","R$ 4.21","R$ 1.46","R$ 15.17","R$ 20.84"
"1/1/2021","5735","215","R$ 136.52","R$ 65.34","R$ 457.32","R$ 659.18"
"1/1/2021","5745","143","R$ 1.61","R$ 0.69","R$ 6.25","R$ 8.54"
"1/1/2021","5755","72","R$ 2.32","R$ 0.79","R$ 5.45","R$ 8.56"
"1/1/2021","5765","72","R$ 110.68","R$ 50.89","R$ 295.00","R$ 456.56"
"1/1/2021","5775","143","R$ 2.26","R$ 1.01","R$ 7.92","R$ 11.19"
"1/1/2021","5795","72","R$ 9.56","R$ 4.05","R$ 23.20","R$ 36.80"
"1/1/2021","5815","287","R$ 146.67","R$ 67.74","R$ 355.18","R$ 569.59"
"1/1/2021","5825","72","R$ 5.52","R$ 2.32","R$ 20.09","R$ 27.93"
"1/1/2021","5845","215","R$ 16.91","R$ 7.20","R$ 45.99","R$ 70.10"
"1/1/2021","5875","143","R$ 163.56","R$ 71.87","R$ 455.58","R$ 691.01"
"1/1/2021","5905","143","R$ 36.00","R$ 12.97","R$ 129.69","R$ 178.65"
"1/1/2021","5915","72","R$ 0.29","R$ 0.10","R$ 0.78","R$ 1.17"
"1/1/2021","5925","72","R$ 43.94","R$ 19.58","R$ 136.27","R$ 199.79"
"1/1/2021","5935","143","R$ 61.38","R$ 28.86","R$ 203.40","R$ 293.64"
"1/1/2021","5955","143","R$ 40.39","R$ 16.25","R$ 129.13","R$ 185.77"
"1/1/2021","5965","143","R$ 6.10","R$ 2.97","R$ 13.74","R$ 22.81"
"1/1/2021","5975","72","R$ 0.40","R$ 0.17","R$ 1.50","R$ 2.07"
"1/1/2021","5985","72","R$ 16.79","R$ 7.86","R$ 54.74","R$ 79.39"
"1/1/2021","5995","72","R$ 79.21","R$ 27.28","R$ 209.93","R$ 316.42"
"1/1/2021","6015","72","R$ 13.26","R$ 4.43","R$ 27.17","R$ 44.86"
"1/1/2021","6025","143","R$ 28.31","R$ 12.39","R$ 66.18","R$ 106.88"
"1/1/2021","6035","72","R$ 0.44","R$ 0.17","R$ 1.14","R$ 1.75"
"1/1/2021","6045","287","R$ 41.34","R$ 19.61","R$ 105.09","R$ 166.04"
"1/1/2021","6065","72","R$ 51.88","R$ 20.59","R$ 122.35","R$ 194.82"
"1/1/2021","6075","391","R$ 4,417.26","R$ 1,536.92","R$ 15,355.57","R$ 21,309.75"
"1/1/2021","6085","143","R$ 465.85","R$ 183.08","R$ 1,618.04","R$ 2,266.97"
"1/1/2021","6095","143","R$ 633.68","R$ 217.18","R$ 1,389.42","R$ 2,240.28"
"1/1/2021","6105","215","R$ 1,363.30","R$ 513.18","R$ 2,864.89","R$ 4,741.37"
"1/1/2021","6115","414","R$ 34.35","R$ 14.96","R$ 96.29","R$ 145.60"
"1/1/2021","6125","72","R$ 151.01","R$ 72.28","R$ 421.16","R$ 644.45"
"1/1/2021","6135","178","R$ 203.20","R$ 97.25","R$ 525.08","R$ 825.54"
"1/1/2021","6145","441","R$ 233.34","R$ 103.00","R$ 903.80","R$ 1,240.14"
"1/1/2021","6155","204","R$ 727.47","R$ 254.39","R$ 1,542.65","R$ 2,524.51"
"1/1/2021","6165","143","R$ 62.29","R$ 21.89","R$ 162.21","R$ 246.39"
"1/1/2021","6175","192","R$ 97.34","R$ 33.54","R$ 351.90","R$ 482.78"
"1/1/2021","6185","96","R$ 67.46","R$ 28.97","R$ 156.07","R$ 252.51"
"1/1/2021","6205","208","R$ 378.40","R$ 133.64","R$ 1,088.54","R$ 1,600.58"
"1/1/2021","6215","147","R$ 1,451.09","R$ 626.12","R$ 3,754.09","R$ 5,831.30"
"1/1/2021","6225","442","R$ 5,001.59","R$ 2,197.93","R$ 11,760.22","R$ 18,959.74"
"1/1/2021","6235","496","R$ 299.19","R$ 133.90","R$ 1,145.88","R$ 1,578.98"
"1/1/2021","6245","264","R$ 410.49","R$ 133.70","R$ 1,409.13","R$ 1,953.32"
"1/1/2021","6255","193","R$ 257.18","R$ 115.08","R$ 944.94","R$ 1,317.20"
"1/1/2021","6265","143","R$ 45.59","R$ 20.96","R$ 174.32","R$ 240.87"
"1/1/2021","6275","778","R$ 191.29","R$ 87.95","R$ 489.78","R$ 769.02"
"1/1/2021","6285","464","R$ 986.83","R$ 318.11","R$ 1,978.32","R$ 3,283.25"
"1/1/2021","6295","855","R$ 5,451.39","R$ 2,586.04","R$ 16,315.06","R$ 24,352.50"
"1/1/2021","6305","263","R$ 182.99","R$ 79.68","R$ 434.63","R$ 697.29"
"1/1/2021","6315","265","R$ 280.24","R$ 120.91","R$ 1,077.47","R$ 1,478.62"
"1/1/2021","6325","263","R$ 345.56","R$ 122.05","R$ 764.01","R$ 1,231.63"
"1/1/2021","6335","311","R$ 29.37","R$ 13.50","R$ 93.35","R$ 136.21"
"1/1/2021","6345","302","R$ 4,280.85","R$ 1,627.04","R$ 9,750.08","R$ 15,657.97"
"1/1/2021","6355","248","R$ 869.16","R$ 333.53","R$ 2,699.88","R$ 3,902.57"
"1/1/2021","6365","478","R$ 302.34","R$ 143.42","R$ 1,212.35","R$ 1,658.12"
"1/1/2021","6375","220","R$ 21.30","R$ 9.41","R$ 67.80","R$ 98.50"
"1/1/2021","6385","502","R$ 243.02","R$ 94.61","R$ 788.48","R$ 1,126.12"
"1/1/2021","6395","72","R$ 416.17","R$ 150.66","R$ 1,063.36","R$ 1,630.19"
"1/1/2021","6405","143","R$ 46.67","R$ 21.65","R$ 155.45","R$ 223.77"
"1/1/2021","6415","547","R$ 350.32","R$ 125.58","R$ 754.53","R$ 1,230.43"
"1/1/2021","6425","179","R$ 63.01","R$ 30.16","R$ 155.14","R$ 248.31"
"1/1/2021","6435","72","R$ 59.88","R$ 27.04","R$ 167.52","R$ 254.44"
"1/1/2021","6445","281","R$ 142.10","R$ 66.22","R$ 389.14","R$ 597.46"
"1/1/2021","6455","204","R$ 19.15","R$ 6.60","R$ 65.37","R$ 91.12"
"1/1/2021","6465","227","R$ 44.85","R$ 17.22","R$ 152.38","R$ 214.46"
"1/1/2021","6485","369","R$ 92.79","R$ 30.23","R$ 323.56","R$ 446.58"
"1/1/2021","6495","215","R$ 48.99","R$ 16.70","R$ 174.74","R$ 240.44"
"1/1/2021","6505","502","R$ 4,662.85","R$ 1,518.68","R$ 15,841.16","R$ 22,022.69"
"1/1/2021","6515","77","R$ 6.95","R$ 2.49","R$ 18.95","R$ 28.39"
"1/1/2021","6525","143","R$ 154.79","R$ 62.59","R$ 534.08","R$ 751.46"
"1/1/2021","6535","140","R$ 1,214.69","R$ 486.54","R$ 4,611.39","R$ 6,312.62"
"1/1/2021","6545","149","R$ 276.27","R$ 114.88","R$ 770.18","R$ 1,161.33"
"1/1/2021","6555","446","R$ 2,967.31","R$ 1,432.81","R$ 6,693.14","R$ 11,093.25"
"1/1/2021","6565","250","R$ 172.95","R$ 82.40","R$ 607.69","R$ 863.04"
"1/1/2021","6575","308","R$ 503.00","R$ 230.24","R$ 1,910.73","R$ 2,643.97"
"1/1/2021","6585","143","R$ 239.87","R$ 107.82","R$ 901.03","R$ 1,248.73"
"1/1/2021","6605","446","R$ 957.76","R$ 462.47","R$ 2,504.52","R$ 3,924.74"
"1/1/2021","6615","215","R$ 646.80","R$ 292.08","R$ 1,482.29","R$ 2,421.17"
"1/1/2021","6625","300","R$ 903.25","R$ 295.70","R$ 2,204.82","R$ 3,403.77"
"1/1/2021","6635","226","R$ 185.96","R$ 83.59","R$ 559.51","R$ 829.06"
"1/1/2021","6645","240","R$ 769.44","R$ 339.68","R$ 2,367.76","R$ 3,476.87"
"1/1/2021","6655","164","R$ 174.65","R$ 69.96","R$ 447.42","R$ 692.02"
"1/1/2021","6665","215","R$ 117.94","R$ 47.24","R$ 309.05","R$ 474.23"
"1/1/2021","6675","339","R$ 1,413.94","R$ 514.40","R$ 4,062.75","R$ 5,991.09"
"1/1/2021","6685","477","R$ 2,458.92","R$ 971.01","R$ 7,412.01","R$ 10,841.94"
"1/1/2021","6695","264","R$ 478.15","R$ 167.20","R$ 1,177.47","R$ 1,822.82"
"1/1/2021","6705","287","R$ 1,005.63","R$ 462.36","R$ 3,747.45","R$ 5,215.44"
"1/1/2021","6715","72","R$ 7.65","R$ 2.65","R$ 25.58","R$ 35.88"
"1/1/2021","6725","143","R$ 1,302.02","R$ 426.26","R$ 4,187.53","R$ 5,915.81"
"1/1/2021","6745","72","R$ 382.02","R$ 158.11","R$ 833.21","R$ 1,373.35"
"1/1/2021","6755","72","R$ 0.29","R$ 0.12","R$ 0.82","R$ 1.22"
"1/1/2021","6765","143","R$ 148.87","R$ 69.06","R$ 463.47","R$ 681.39"
"1/1/2021","6775","143","R$ 521.65","R$ 251.90","R$ 1,956.44","R$ 2,729.99"
"1/1/2021","6785","72","R$ 43.50","R$ 15.67","R$ 97.12","R$ 156.28"
"1/1/2021","6795","215","R$ 194.07","R$ 74.83","R$ 487.10","R$ 755.99"
"1/1/2021","6805","215","R$ 431.54","R$ 172.03","R$ 914.64","R$ 1,518.20"
"1/1/2021","6825","143","R$ 12.13","R$ 4.37","R$ 43.48","R$ 59.98"
"1/1/2021","6835","143","R$ 9.41","R$ 3.74","R$ 22.30","R$ 35.45"
"1/1/2021","6845","72","R$ 15.59","R$ 6.45","R$ 35.49","R$ 57.53"
"1/1/2021","6855","72","R$ 25.83","R$ 10.59","R$ 73.04","R$ 109.46"
"1/1/2021","6865","72","R$ 122.52","R$ 47.47","R$ 299.84","R$ 469.83"
"1/1/2021","6875","215","R$ 406.10","R$ 180.91","R$ 942.64","R$ 1,529.64"
"1/1/2021","6885","215","R$ 463.76","R$ 172.88","R$ 1,546.13","R$ 2,182.76"
"1/1/2021","6895","215","R$ 70.77","R$ 30.54","R$ 190.69","R$ 292.01"
"1/1/2021","6915","430","R$ 205.12","R$ 75.35","R$ 731.56","R$ 1,012.03"
"1/1/2021","6925","287","R$ 860.24","R$ 338.10","R$ 2,389.95","R$ 3,588.29"
"1/1/2021","6935","215","R$ 408.01","R$ 132.89","R$ 1,278.08","R$ 1,818.98"
"1/1/2021","6945","215","R$ 52.21","R$ 17.99","R$ 106.99","R$ 177.19"
"1/1/2021","6955","72","R$ 41.49","R$ 20.13","R$ 129.92","R$ 191.54"
"1/1/2021","6965","143","R$ 437.38","R$ 163.06","R$ 1,367.07","R$ 1,967.51"
"1/1/2021","6975","215","R$ 340.97","R$ 126.50","R$ 1,043.65","R$ 1,511.12"
"1/1/2021","6985","143","R$ 238.25","R$ 88.83","R$ 512.27","R$ 839.35"
"1/1/2021","6995","143","R$ 365.79","R$ 134.38","R$ 839.50","R$ 1,339.66"
"1/1/2021","7005","72","R$ 31.06","R$ 11.74","R$ 111.69","R$ 154.49"
"1/1/2021","7015","143","R$ 356.35","R$ 168.29","R$ 1,040.42","R$ 1,565.07"
"1/1/2021","7025","430","R$ 165.87","R$ 75.24","R$ 409.90","R$ 651.01"
"1/1/2021","7035","72","R$ 24.03","R$ 9.44","R$ 62.03","R$ 95.50"
"1/1/2021","7055","72","R$ 10.21","R$ 4.57","R$ 37.13","R$ 51.90"
"1/1/2021","7065","143","R$ 134.91","R$ 56.36","R$ 500.15","R$ 691.42"
"1/1/2021","7075","287","R$ 579.42","R$ 279.78","R$ 1,598.93","R$ 2,458.14"
"1/1/2021","7095","502","R$ 148.84","R$ 51.78","R$ 506.84","R$ 707.47"
"1/1/2021","7105","72","R$ 84.21","R$ 29.74","R$ 298.58","R$ 412.53"
"1/1/2021","7115","359","R$ 257.61","R$ 98.85","R$ 935.45","R$ 1,291.91"
"1/1/2021","7125","430","R$ 128.03","R$ 45.00","R$ 345.97","R$ 519.00"
"1/1/2021","7135","72","R$ 36.25","R$ 13.92","R$ 102.35","R$ 152.51"
"1/1/2021","7145","72","R$ 56.81","R$ 22.64","R$ 186.56","R$ 266.02"
"1/1/2021","7155","72","R$ 49.48","R$ 16.87","R$ 118.87","R$ 185.22"
"1/1/2021","7165","143","R$ 213.90","R$ 96.59","R$ 541.97","R$ 852.45"
"1/1/2021","7175","287","R$ 39.65","R$ 17.99","R$ 111.08","R$ 168.72"
"1/1/2021","7185","143","R$ 22.23","R$ 9.59","R$ 57.50","R$ 89.32"
"1/1/2021","7195","143","R$ 70.25","R$ 34.36","R$ 277.29","R$ 381.90"
"1/1/2021","7205","72","R$ 1,305.88","R$ 523.05","R$ 2,831.67","R$ 4,660.60"
"1/1/2021","7215","72","R$ 10.33","R$ 4.88","R$ 39.64","R$ 54.84"
"2/1/2021","2025","654","R$ 2,275.43","R$ 1,004.49","R$ 6,435.89","R$ 9,715.81"
"2/1/2021","2035","162","R$ 125.83","R$ 50.87","R$ 452.26","R$ 628.96"
"2/1/2021","2045","342","R$ 194.06","R$ 66.84","R$ 457.14","R$ 718.04"
"2/1/2021","2055","525","R$ 1,195.86","R$ 411.93","R$ 3,482.34","R$ 5,090.13"
"2/1/2021","2065","719","R$ 40.13","R$ 17.24","R$ 142.57","R$ 199.95"
"2/1/2021","2075","520","R$ 278.62","R$ 131.59","R$ 848.35","R$ 1,258.57"
"2/1/2021","2085","530","R$ 1,290.81","R$ 531.78","R$ 3,350.68","R$ 5,173.27"
"2/1/2021","2095","439","R$ 187.50","R$ 69.90","R$ 492.00","R$ 749.40"
"2/1/2021","2105","936","R$ 1,584.09","R$ 587.67","R$ 4,896.07","R$ 7,067.83"
"2/1/2021","2115","803","R$ 270.34","R$ 130.53","R$ 658.90","R$ 1,059.76"
"2/1/2021","2125","222","R$ 444.42","R$ 150.79","R$ 1,414.42","R$ 2,009.63"
"2/1/2021","2135","713","R$ 427.99","R$ 138.68","R$ 1,274.42","R$ 1,841.09"
